age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,class
48,F,162.4,57.4,30.1,34,A
51,M,175.1,74.1,7.3,46,C
32,F,160.1,51.8,23.8,37,A
43,M,177.1,81.1,12.7,45,D
39,F,166,58.5,19,38,B
63,M,176.5,72.66,13.2,19,C
39,M,176,93.1,4,0,D
31,M,168,64.1,13.9,35,C
57,F,153.8,42.8,19.3,0,D
24,F,165.8,44.1,23.1,19,D
48,F,163.1,63.1,34,34,A
33,M,175.5,68.6,20.1,50,A
27,M,179.9,92.88,14.1,55,D
39,F,159.5,54.12,3.8,23,D
21,M,168.3,64.8,-10.7,40,D
53,F,153.9,58.34,23,35,B
50,M,178.2,79.4,6.1,45,D
43,M,168.1,75.8,18.4,38,C
21,M,186.4,92.5,-14.4,48,D
23,M,174,75.4,-7.4,35,D
28,F,164.2,54.7,20.2,45,D
27,F,167.3,71.1,27,39,B
26,M,172.3,65.9,14.6,57,C
29,M,185.1,87.7,22.2,54,A
21,F,168.4,46.3,28.5,28,C
27,M,175.4,78.4,27.1,56,A
31,F,162,54.3,24.3,33,B
36,M,179.1,96.2,17,40,D
23,M,164.2,68.5,9.2,46,D
21,M,175.3,60.1,29.3,52,B
60,M,177.6,75.2,13,25,C
42,M,172.1,69.1,18.7,55,B
41,F,161.4,52.6,-3,2,D
38,F,160.2,55.8,21.5,26,B
30,F,154.4,48.9,20.6,23,C
25,F,158.9,48.5,28,52,A
60,F,154.9,68,21.8,12,B
48,F,157.1,63.6,21.9,0,D
26,F,164.1,60.2,17.6,51,C
52,M,170,79.5,14,37,D
34,M,175,74.1,15.8,45,C
42,M,166.8,66.5,16,39,B
57,M,175.4,79.9,18.8,40,B
49,M,167.4,64.1,22.7,37,B
23,M,176.2,69.9,11.1,45,C
54,M,171.4,64.8,19.4,52,A
35,M,172.2,66.2,23.2,55,C
31,F,160.6,53.1,10.4,43,C
56,M,171.1,62.6,27.2,45,A
26,M,169.1,66.2,17.6,53,C
23,F,154.6,63.9,21.5,15,D
48,M,172.2,85.1,5.9,34,D
63,M,156,66.7,-10,3,D
21,M,182.2,78.1,9,67,C
57,M,165.2,59,-2.7,18,D
28,M,178.4,70.6,10.4,45,B
51,F,155.6,58,15.9,3,D
36,M,177,87.1,6,36,D
33,F,159.2,62.5,12,52,D
44,M,174.3,74.2,14.5,38,B
21,F,168,60.3,24.5,48,A
34,M,181.3,73.1,13.3,52,B
47,F,156.5,49.1,19.4,18,C
26,M,173.2,85.2,10.6,45,B
27,M,178.9,78.66,5,55,D
47,M,182.3,60,1.8,24,D
44,M,172.8,74.32,18.1,41,B
33,F,166.3,70.7,20.1,10,D
22,M,172.5,67.4,10.7,52,C
28,M,176.3,78,13.7,47,B
24,M,181,77.9,18.3,67,A
24,F,166.3,52.3,14.9,46,B
38,M,170.3,75.8,18.5,51,A
26,M,162.4,64.4,7.3,35,D
29,F,162.9,57.9,24.7,41,B
21,M,166.9,66.7,17.6,65,D
51,F,164,52.9,22.8,32,A
21,F,167.1,74.9,20.3,21,D
60,M,171.8,68.3,16.5,35,A
28,M,177.6,72.5,4.3,39,D
23,M,170,77.9,17.5,69,A
27,F,165.7,51.3,25.4,44,A
61,M,163.2,68.3,15.1,25,D
26,F,167.7,60.9,28.1,37,A
21,M,174.4,69.7,3.1,38,D
39,M,174.3,74.14,24.8,55,B
27,M,181.9,82.7,13.1,45,C
22,F,159.5,60.9,28.5,54,A
36,M,179.8,83,10.75,46,B
60,F,161,63.2,21,39,A
23,M,178.3,87.2,7.4,37,D
42,M,167.6,63.7,17.4,51,C
26,F,167.2,64.9,25.1,33,D
41,M,173.5,72.8,2.6,34,D
26,M,179,79.2,19.8,59,D
22,M,180.6,92.7,18.7,52,D
38,M,169.9,73,10.7,41,C
30,M,169.3,53.8,-0.3,47,D
64,F,154,60.7,5.8,5,D
49,M,180.6,82.8,23.4,48,C
22,M,174.4,74.1,22.5,61,C
62,M,161.6,62.2,15.3,33,A
28,M,175.1,81.7,5.4,55,C
28,F,171.9,61.2,19.5,40,A
42,M,173.3,67.8,13.5,46,B
23,F,155.7,53.4,22.2,43,B
36,M,164.9,82.9,4.7,28,D
48,F,162.6,62.1,25.8,34,C
47,M,155,57.1,14.8,35,C
64,F,160.8,55.6,31,25,B
24,M,183.9,76.1,14.9,48,D
45,M,172.1,79.2,10.8,45,C
59,M,166.1,71,4.9,26,C
62,F,149.7,54.7,18.1,10,C
41,M,175.6,74.1,15.6,50,A
60,F,155.4,49.6,21.5,26,B
30,M,163.5,73.8,9.1,63,C
22,M,172,74.3,2.3,55,D
21,M,173.3,92.2,1.8,30,D
56,F,157.6,61.8,19.2,31,C
60,F,159.5,52.5,20.8,27,A
27,F,162.5,57,29.6,50,A
62,F,150.9,59.4,18.5,0,D
30,M,176.4,71.6,16,53,B
38,M,169,73.2,16.9,45,B
26,M,170.7,61.3,12.7,51,B
34,M,173,106.4,6.8,30,D
25,M,179.7,74.4,9,55,C
46,M,169.7,75,14.1,42,D
29,M,166.9,75.7,6.7,50,C
61,F,153.2,65.5,17.8,24,B
50,M,170.7,81.9,0.2,32,D
24,M,177.7,100.5,11,46,D
60,M,167.3,77.5,5.3,35,C
34,M,169.1,74.5,16.3,50,A
27,M,175.8,74.8,17.8,55,A
22,F,156.3,49,23.3,41,A
31,M,179,75.3,21.5,55,A
50,F,152,63.6,19,28,D
36,M,177.4,68.3,16.5,57,A
24,F,171.7,57.7,12.2,40,C
62,M,175.9,71,7.8,33,B
31,F,162.7,53.58,24.2,47,A
21,M,181.3,93.2,14.6,54,D
29,M,170.4,64.7,20.2,42,D
36,M,165.6,64,0.3,35,D
21,F,167.5,50.98,20.2,40,B
30,M,174,72.3,-5,39,D
29,M,177.1,60.5,-12.4,27,D
23,M,170.8,71.9,12.1,60,B
39,F,164,58.7,27.1,43,B
24,F,157.1,60.5,12.8,35,C
50,M,174.2,75.7,18.8,31,C
58,M,175.1,85.64,2.5,29,D
60,F,161.5,50.4,21.2,22,A
60,F,159.2,58.1,6.6,10,D
39,M,174.3,72.6,10.4,45,B
55,F,155,57.7,21.2,35,A
28,M,177.4,74.44,19.1,52,B
48,M,174.3,74.3,9.6,37,B
56,F,150.1,67.2,12.6,25,D
30,F,168.6,56.2,13.8,49,C
26,M,168.2,63.74,15.2,58,B
43,M,170,59.6,11.5,54,B
52,F,157,56.8,14.9,17,D
27,M,179.7,82.1,15.2,65,C
22,F,160.3,62.4,20.4,33,B
22,M,168.8,68.1,19,42,C
53,F,170,58.4,28.5,41,A
31,F,153.8,58.2,19.8,33,B
24,F,162,52.1,25.4,60,A
58,M,176.1,78.5,16,42,D
34,F,160.1,52.3,25.1,52,A
37,M,165.3,65,15.2,46,A
30,F,158.9,60.4,15.2,27,B
30,M,168.1,67.1,2.5,46,D
64,M,155.7,61.4,14.8,32,B
45,M,176.7,82.6,-2.7,35,D
21,M,185.4,81.7,11.9,29,D
28,M,175.4,69.5,16.2,54,A
22,M,174.2,81.4,22,51,D
51,F,158,53.2,19.2,22,B
46,F,155,43,27.3,31,B
27,M,182.7,90.5,17.4,55,D
63,M,168.9,67.6,6.2,31,C
21,F,170.9,62.7,19.8,41,A
31,M,180.5,90,17.1,51,B
49,M,165.6,68.64,21.8,49,A
32,M,175.3,76.9,24.4,54,B
22,F,156.8,52.8,24.5,45,A
29,F,159.1,51.6,30,46,C
59,F,155.5,52.1,18.7,24,B
64,F,155.9,60.1,23,17,D
48,M,176.2,73,-5.6,36,D
30,M,182.3,93.6,20.6,71,A
42,M,178.3,72.9,14.7,48,A
63,M,170,80.2,1.3,28,D
22,M,176.1,71.2,6.8,41,D
62,M,168.4,74.4,21.2,25,B
62,M,169.5,72.1,16.7,37,A
25,M,187.4,76.1,14.9,52,A
26,M,170.9,78.6,-6.4,54,D
27,F,162.2,50.3,21.5,19,D
39,M,168.9,71.4,8.3,34,C
62,M,165.6,64.1,4.5,33,C
43,F,160.6,58.5,20,21,C
21,F,161.9,57.1,15.6,34,C
53,F,154.5,50.88,15.8,32,C
44,M,172.5,69.6,10,38,C
44,F,158.6,44.9,22.1,33,B
23,F,158,45,17.5,49,B
21,M,179.1,60.1,24.6,51,B
60,M,175.1,60.6,13.3,33,A
28,M,166.1,62.7,-3.9,47,D
42,F,156.1,51.3,23.5,42,A
26,F,177.9,62,32.7,62,A
56,M,162.7,66.5,21,34,D
25,M,171,62,6,40,C
26,F,153,43.6,21.8,47,A
60,M,167,67.7,10,22,C
29,F,160.8,68.6,20.2,58,A
45,F,169,55.1,13,31,C
39,F,156.3,51.9,15.8,26,B
40,M,170.5,74.7,20.5,50,A
41,M,177.9,92.5,-9.9,35,D
21,M,168.9,75.7,10.6,58,D
52,M,174.4,72.5,-1.2,47,D
53,F,160,71.8,11.3,15,D
21,F,165.9,69.2,22.2,39,B
46,M,171,73.6,14.4,43,A
52,F,155.1,47.3,12.5,18,C
50,F,159.8,59,26.8,35,A
48,M,173.8,85.6,13.4,37,D
31,M,180.7,78.84,10.7,58,C
23,M,173,60.9,15.9,50,B
61,F,167.5,55.1,14.4,12,C
40,M,175.6,67.7,-1.4,37,D
58,F,164.6,62.3,14.9,29,C
22,M,191.9,92.8,-11.2,41,D
30,M,181.5,73.9,15.7,54,A
39,F,159,67.4,15.7,21,D
51,M,162.4,58.4,25.3,53,A
29,M,169,73.5,18.8,41,D
21,F,160.6,59,24.4,45,A
53,M,167.5,61.6,16,45,A
45,M,178.6,70.4,11.2,24,D
34,M,179.4,72.4,21.4,53,C
31,M,168.5,64.3,13.5,61,B
29,M,191.3,85.2,26.3,59,B
22,M,171.5,75,13,57,B
58,M,170.5,73.1,28.6,29,B
45,M,160.1,64.8,1.3,3,D
22,M,183,65.9,4,38,D
53,M,174.1,72.6,7.3,49,C
30,M,179.6,82.7,20.2,60,A
50,F,155.5,66.3,14.1,29,D
62,M,166.7,72.4,21.6,28,B
42,M,171.9,75.2,1.2,39,D
61,M,168.1,69.1,6.2,31,C
24,M,164.9,78.3,7.9,19,D
36,M,169.6,65.2,21,59,A
24,F,155.2,60.1,24.8,42,B
39,M,175.9,73.5,13.1,20,D
21,F,170.1,65.9,25.4,44,C
25,M,175,80.2,22,53,B
23,F,163,51.7,12.5,30,C
23,M,175.7,74.8,21.1,57,A
52,F,150.7,57.2,18.2,21,D
22,M,168,63.2,-9.8,45,D
24,F,154.5,45.4,25.8,48,A
51,F,154.6,50.2,28.1,59,A
29,M,167.1,59.2,23.1,51,B
32,M,176.5,80.8,16.9,59,C
32,F,161.3,52,15.6,26,B
43,F,165.5,80.74,7.7,18,D
21,F,156.2,57.7,25.5,37,A
26,M,169.1,72.3,8.2,52,C
21,M,175.6,77,4.6,35,D
21,F,166.4,67.6,27.1,40,B
30,M,179.7,69,12.6,53,B
56,F,157.2,53,26.3,26,A
60,M,169.1,67.1,19.2,45,A
48,M,177.5,72.3,0.8,43,D
35,M,173.6,84.08,26.4,58,B
34,M,166.7,56.6,-0.9,46,D
23,F,155.9,47.6,22.1,34,C
32,M,170.5,74.6,10.6,50,B
33,M,171.6,62.2,6.3,39,C
23,F,168.7,62.14,21.1,30,B
52,M,167.3,95.6,8.2,36,D
45,F,150.4,49,5,30,D
29,M,184.3,81.46,22,51,B
34,M,174.3,80.1,21.8,61,C
39,M,175.5,76.8,6.6,43,C
24,M,184.4,84.3,10.2,52,C
37,F,169,60.9,16.3,23,C
28,M,181,65.9,20,56,A
24,M,174.7,72.6,19.5,40,D
37,M,173.6,75.2,17.8,53,A
23,M,176.9,71.8,8,40,D
61,F,144.7,43.1,11.8,7,C
28,M,175.5,76.4,6.9,56,C
26,M,172,74.9,16.7,65,A
48,M,169.3,67.8,5.9,33,C
40,M,176.1,79.1,9.7,28,D
34,M,180.1,82.6,12.5,48,C
54,M,171.6,56.6,1.7,33,D
55,F,164.7,63.3,20.9,25,A
22,M,178.4,78.6,12.6,47,C
25,M,174.2,76.1,21.5,55,A
46,M,172,82.2,11,52,D
28,M,179.8,86.9,13.8,58,B
22,F,150.7,52.6,27.5,2,D
28,M,176.6,82.2,17.6,46,C
29,M,163.6,63.3,19.5,44,D
25,F,160.2,58.2,10.6,35,C
23,F,161.5,57.1,21.2,52,A
42,F,163.2,64.8,15.9,29,D
23,M,183.4,82.6,6.2,52,C
24,M,170,72.5,5,53,D
25,F,168.9,66,20.5,37,B
21,M,187,81.9,21.4,50,B
22,M,170.2,73.5,4.2,29,D
30,F,165.7,47,26.7,44,A
32,M,177,72.6,14.7,41,B
61,M,166.9,69.3,17.9,39,A
37,M,173.9,76.3,14.1,45,A
36,F,164.5,50.8,15.5,43,B
22,M,176.5,69,20.6,57,B
43,M,169.7,64.7,10.9,38,B
34,M,179,96.1,3.4,41,D
29,M,171,70.6,22.4,57,A
38,F,168.4,64.3,28.1,30,B
30,M,166.1,66.4,9.6,44,C
28,M,175,75.3,14.5,54,B
24,M,176.1,73.5,23.9,61,A
23,M,174,70.7,24.9,63,A
49,M,173.8,63.04,4.6,31,C
60,F,153.3,53.6,22.8,24,B
23,M,173,64.2,15.3,49,D
29,F,170.6,68.2,20,24,C
60,M,167.9,65.6,13.5,49,A
22,F,160.3,47.1,20.8,43,A
51,F,164.4,55.8,22,21,B
60,F,155.3,53.4,12.5,6,D
24,F,163,59.5,21.9,50,A
23,M,175.1,73.6,18.5,56,A
29,M,169,78.6,20.9,66,A
60,M,169.7,66,8.6,24,C
56,M,177,76.1,19,43,A
33,M,180.4,74.8,15.3,43,B
21,M,171.1,72.8,19.4,64,C
49,M,174.7,67.4,1.4,30,D
23,M,182.3,71.3,18.5,60,B
29,M,174.3,78.7,16.8,62,B
21,M,184.5,76.9,10.7,53,C
33,M,165.1,59,11.2,45,B
52,M,169.3,64.9,4.4,25,D
36,M,174.1,82,7.6,33,D
34,M,174.7,68.3,23,56,B
54,M,165.7,73.6,5.3,38,D
33,F,160,52.6,13.8,30,B
30,M,172.5,74.8,23,55,A
21,F,155.5,55.3,16.5,33,C
41,F,155.2,45.6,28.2,40,A
29,M,175.7,70.6,15.4,67,A
54,F,150.1,56.1,15.8,20,C
25,F,160.8,54.58,-8.6,30,D
54,M,168.6,66,4.3,17,D
27,M,164,61.7,22.3,38,C
47,F,154.7,50.9,19.5,28,C
25,F,169.2,53.1,14.2,40,B
46,F,154.5,52.6,20.5,20,C
49,M,168.8,73.3,15.4,44,A
23,F,166.5,55.6,18.8,38,B
54,M,173.4,86.9,16.7,49,B
38,F,151.5,49.6,19.5,36,D
64,M,174,64.1,3.1,34,C
53,M,176.4,67.4,13.3,33,B
31,M,169.2,74.6,18.9,60,A
27,M,182.3,77.9,15.7,51,B
24,M,178.8,84.5,16.6,54,B
51,F,152.1,53.9,11.3,9,D
24,F,160.9,50.5,27.3,30,B
64,F,159.9,56.7,21.9,23,A
34,F,162.6,52.1,28.2,65,A
52,F,156.9,58.68,19.2,26,D
24,M,180.6,61.9,0.6,35,D
28,M,169,70.7,14.4,56,B
45,M,172.5,79.8,10.7,31,D
25,M,171.6,70.1,23.7,48,B
23,M,172.5,58.3,19.7,55,A
61,F,161.2,59.2,26.2,37,A
50,M,165.4,67.9,13.7,36,B
36,M,167,73.1,14.1,45,C
25,F,151.8,58.8,13,16,D
29,F,152.1,44.3,26.5,35,C
23,F,162.2,57.5,21.9,27,C
27,F,155.8,52.4,15,45,B
26,F,166.4,62.7,0.6,30,D
54,M,173.4,94.1,12.1,40,D
50,M,172.1,73.62,6.3,31,C
41,F,157.5,51.8,30.4,50,A
34,M,185.1,85.3,19.6,51,B
27,F,176.4,61.1,33.9,32,B
22,F,160.1,57.18,-4.9,38,D
36,F,162.6,57.7,20.5,34,C
46,M,161.4,57.46,7.3,33,C
28,M,168.4,70.7,18,39,C
30,M,174.1,76.02,15.6,55,A
21,F,165,51.8,22,38,C
56,F,152.1,55.7,24,23,A
61,M,179.7,78.2,1,25,D
21,M,162.5,53.3,28.8,39,D
30,M,180.1,78.1,19,55,A
23,F,162.6,64.3,13.2,35,C
27,M,178.5,82.3,23.4,58,B
23,M,179.1,81.6,12.2,58,B
30,F,162.6,59.6,24.6,42,A
53,M,160.4,58.8,4.9,19,D
24,M,170.2,67,21.7,57,C
37,M,171.3,72.1,17.7,60,B
41,M,175.3,77.2,23.7,44,A
36,M,170,72.1,6,38,C
47,F,159.1,50.6,20,21,C
58,F,156.2,55.3,7.6,2,D
23,M,170.9,72.5,8.4,42,D
56,M,164.7,66.8,14.2,40,A
63,F,159.3,60.9,13.4,19,C
23,M,170.6,68.5,20.2,50,C
46,M,172.2,76.1,-1.9,21,D
61,M,167.1,62.4,16,40,A
40,F,159.4,52.6,26.3,31,A
21,F,165.2,59.1,18.1,35,B
44,M,183.4,88.9,6.2,40,D
22,M,169.1,66.9,9.3,53,C
21,M,164.7,76,17.3,59,A
24,F,160.6,55.3,21.8,48,A
64,F,148.2,53.1,19.6,31,B
51,M,175.5,66,17.1,44,A
50,F,156,44.4,26.5,19,B
21,F,156,55.7,33.2,39,A
60,F,160.8,66.1,11.8,0,D
32,M,177.5,74.7,17,53,B
62,F,155.8,62.54,20.8,22,B
40,M,177.3,75.3,14.4,42,B
47,M,169.1,66.1,14.2,32,C
39,F,163.2,57.6,14.1,10,D
25,M,170.3,68.3,18.5,49,C
43,M,170.1,76.7,19.5,49,A
28,M,181.7,82.5,25.7,56,A
39,M,179.2,79.4,12.8,56,B
30,F,166.3,51.1,26.5,27,B
57,F,152.6,50,9.6,14,D
36,M,176.1,74.2,9.7,51,B
35,F,162.8,54.5,17.5,35,B
31,M,164.7,62.9,6,49,C
60,F,162.2,67.3,19.5,0,D
54,M,178.9,78.9,14.6,48,C
36,F,159.1,54.6,16.2,42,B
62,M,171.6,75.8,-2.4,19,D
27,M,168.4,65.2,-3.1,45,D
31,M,172.4,61.8,15.4,36,C
21,M,178,64,12.4,48,B
43,F,163.6,78.2,8.9,30,D
21,M,177.3,81.4,5.9,51,D
46,M,172,74.5,15.2,53,B
27,M,172,60.4,17.3,57,A
40,F,165,53.1,22.8,53,A
31,F,164,52.4,18,34,B
35,M,184.5,109.9,12.8,47,D
21,M,178.3,73.14,21.6,53,B
47,M,178.6,79.1,23.3,50,B
62,F,155.7,61.04,23.2,23,B
39,F,152.1,46.1,21.8,24,C
49,F,166.9,66.8,26.1,27,D
27,M,170.5,72,12.2,39,C
46,M,166.5,58.9,13,44,B
62,M,167.3,71.1,12.9,43,B
51,M,172.3,104.5,2.7,38,D
26,M,175.4,60.3,25,56,A
55,M,174,80.9,16.6,42,A
31,M,169.2,65.1,22.4,40,C
25,M,172.3,92,17.1,38,D
31,F,162.1,64.7,18,41,C
51,M,166.7,78.4,15,39,B
62,M,175.9,66,5.4,20,C
21,M,177.5,76.4,17,54,C
21,F,156.2,52.3,19.3,46,B
36,M,169.3,57.9,11.9,53,B
64,F,153.2,51.3,18.2,10,C
42,M,169.1,75.8,17.4,47,A
25,M,169,60.1,19.7,51,B
26,M,183.6,83.8,12.8,49,B
33,M,169.9,77.3,22.3,51,A
49,M,177.6,66,12.8,30,D
50,M,167.9,56.3,7.9,31,C
21,F,167.4,63.2,27.5,43,A
23,M,176,66.6,14.5,51,B
31,M,176.3,81.3,13,51,B
61,F,165.6,58.1,-4,0,D
25,F,167.2,54.4,21,35,C
64,M,166.2,64.5,5,31,C
41,M,177.2,81.82,-8.6,9,D
39,F,156.2,56,18.5,24,C
23,F,165.3,56.4,23.5,69,A
64,F,158.8,59.64,13.2,15,C
40,F,162.4,64.3,10.9,35,C
63,F,166.2,66.4,14.6,18,C
61,F,155.5,55.1,20.3,26,A
31,M,172.9,69.6,15.5,48,B
61,M,167.6,77.72,8.7,29,B
21,F,167.5,53.4,12.2,47,C
62,F,157.3,54.2,13.5,30,C
28,M,175,76.6,8.4,55,C
51,F,166.6,80.9,15.6,12,D
21,F,153.5,42.74,17.4,32,B
22,F,160.2,56.9,23.4,41,B
26,M,191.8,101.4,20.2,59,A
24,F,160.1,56.2,21.7,36,A
22,M,170.7,74.9,8,27,D
21,M,171.6,69,21,45,C
45,F,145.3,56.9,20.4,22,B
21,F,154.5,47.4,18.5,28,C
46,M,177.8,89.4,0.8,22,D
26,M,173,68.4,9.6,55,C
29,M,180,108.2,12.7,44,D
54,M,170.7,57.6,11.7,44,B
24,F,170.4,63.4,21,41,A
45,M,173.6,79.3,15.1,42,B
38,F,160.8,53.5,27.6,30,B
48,F,150.9,52.8,6.9,23,D
24,F,160.7,49.4,13,26,C
44,F,171,58.7,21.3,30,B
25,M,175.3,60.6,17.5,50,B
30,M,192,99.5,-8.2,41,D
33,F,169.4,56.6,30.3,50,B
47,F,169.6,81.4,-10,11,D
22,M,185.9,94.1,9.5,49,C
23,F,164.5,46.4,24.9,42,C
26,M,175.3,76.4,3.3,38,D
21,M,168,68,14.3,57,B
32,F,162.1,49.1,22.4,35,A
28,F,160.6,54.2,23.3,60,A
22,F,162.4,60.84,31.7,55,A
50,F,151,59.4,15.1,23,C
57,M,168.6,75.6,14.4,37,B
56,M,174.6,88,-8,27,D
56,M,160.9,59.5,16.7,35,B
37,M,166.5,70.8,16,42,B
30,M,179.3,75.8,1.7,46,D
63,M,173.3,75.9,8.8,37,B
23,M,175.9,119.8,17.4,56,D
21,F,167,61.9,14.9,56,B
34,M,167.4,70.56,10.6,37,D
64,F,156.3,55.5,22.9,36,A
48,M,171.1,73.2,18.6,48,A
25,M,180.3,75.2,10.9,40,C
25,M,172,66,12.7,61,B
22,F,161.6,52.6,24.6,43,A
24,M,184.8,66.5,-13.6,31,D
55,M,174.9,81.5,16.5,29,B
45,M,172.2,71.2,9.5,44,C
21,F,157.5,47.5,18.8,43,B
61,M,161.4,62.5,-6,18,D
30,M,173.6,77.6,7,61,C
26,F,162.1,57,21.5,36,A
25,M,166.9,71.5,14.9,58,B
22,F,150.8,41.3,27.9,36,C
21,M,179.6,64.6,-7,44,D
40,M,166.8,59.54,15.5,38,B
23,F,170,98.1,5.7,12,D
25,M,167.1,64.2,21.8,60,A
22,M,169.3,90.3,-2.6,39,D
45,M,170.1,66.8,16,45,B
21,M,165,59.9,11,43,C
27,M,167.9,62.3,8.8,42,C
23,F,178.4,75.5,12.6,51,C
25,M,170.9,58.4,1.6,37,D
26,M,179.7,82.1,7,44,D
40,F,158.7,52.8,22.4,39,A
32,M,171.9,66.4,14,57,B
31,F,167.8,58.5,16,34,B
56,F,154.4,53.3,12.8,36,C
60,M,166.7,68.6,17.6,38,A
61,M,167.8,64.2,21.4,35,A
64,F,152.7,49.5,24.5,10,C
40,F,168.5,58.4,25.7,41,A
55,F,156.6,53.6,21,23,A
28,M,170.2,72.2,15.7,50,B
36,F,161.2,57.4,21.9,20,C
31,F,162.3,64.1,13.6,38,C
27,M,172.5,74.9,13.3,54,B
62,M,171,75.3,10.9,30,B
32,F,153,46.7,12.5,21,C
26,M,171.3,78,20,41,C
33,M,175.1,80.6,15.5,50,A
51,F,161.7,48.2,25.3,30,A
21,F,154.3,48.1,18.7,36,B
28,M,170.1,69.9,5.8,58,C
37,M,175.1,86.4,28.2,58,A
21,M,178.7,87.8,-4.5,35,D
31,M,167.8,61.36,10.9,41,D
35,M,171.6,82.1,10.1,59,B
62,M,167.2,67.4,21.1,42,A
25,M,177.8,83.5,4.5,32,D
62,M,163.4,58.4,9,23,C
34,F,159.9,50.2,17,35,B
41,F,170,76.5,11.4,20,D
28,M,173.6,71.4,15.7,53,C
62,M,166.3,59.5,10.9,33,B
35,M,163.1,58.42,16.3,42,B
31,F,160.1,52.4,17.4,20,C
37,F,155.2,46.4,29.1,42,A
28,M,183,70.88,17.9,40,C
46,M,168.5,65.6,21.4,35,C
29,M,172.6,65.3,21,56,A
40,M,179.8,75.3,29.4,54,A
49,M,181,84.6,17.2,32,C
22,F,166.8,54.6,25.5,37,A
28,M,171,72,17.6,61,C
45,F,161.7,57.6,17.2,32,B
25,M,170,60.1,16,46,B
21,F,156.3,70.4,17.1,40,D
27,M,179,78.7,16.8,62,A
27,M,166.4,67.7,16.6,50,C
31,M,171.9,96.6,5.4,18,D
28,M,172,74.2,15.9,55,B
27,M,181.4,88.74,11,56,D
47,M,180.7,89.1,14.2,31,C
48,F,158.4,52.3,18.7,14,D
26,F,161.7,48.1,14.8,29,B
49,F,159.2,64.8,8.2,18,D
26,F,163.1,46.1,-0.3,18,D
26,M,170.9,93.7,13.7,50,B
23,M,181.5,82.5,16.3,58,C
50,M,171.3,71.9,14.4,33,B
45,F,157.4,56.4,19.4,36,A
24,M,175.1,75.5,0.3,44,D
22,M,184.9,76.6,12.2,63,C
59,F,152.3,54.7,28.2,20,B
64,F,152,62.1,21,17,A
26,M,170.2,66.9,5.4,46,C
26,M,180.1,81.4,16,54,A
39,M,176.1,70.4,9.6,43,B
43,F,166.7,55.4,27.4,32,A
23,M,172.1,59.7,7.5,11,D
48,F,166,60.7,15.5,28,B
53,M,164.9,60.3,18.4,35,B
52,M,177.8,77.8,6.9,40,C
49,M,191.4,81.3,8.4,43,C
35,M,174.1,65.4,6.9,42,C
26,M,172.5,68.4,12.2,56,B
45,M,178,71.6,13.5,41,B
24,F,161.7,52.3,19.4,24,C
21,F,149.3,43.7,13,23,D
60,M,175.6,77.6,12.8,32,B
24,M,167.5,69.4,23.1,38,D
23,F,163,68.4,18.9,10,D
21,M,167.5,56.2,17.2,65,A
25,M,166.3,65,17.8,62,A
33,M,178.8,83.3,0,40,D
22,M,180.3,65.2,10.8,55,C
34,M,170.8,78.1,1,25,D
41,F,157.4,54,16,40,B
34,M,180,72.28,18.9,53,B
25,F,169.5,57.56,24.7,37,B
26,F,158.7,55.8,17.5,30,B
21,M,179,84.1,4.3,33,D
39,M,178.2,73.9,32.8,40,B
31,M,187,92.5,-6,61,D
22,F,170.9,49.64,21.7,42,C
29,M,176.2,74.9,15,47,B
53,M,172.3,71.6,9.3,47,B
33,M,184.6,85.4,1.6,36,D
23,F,160.7,45.2,19.9,41,A
31,M,179.9,78.4,5.7,36,C
46,M,170.6,86.3,2.1,17,D
63,F,162.3,59,27.4,9,D
21,M,177.6,66.4,13.6,64,B
64,F,157.8,61.4,19.6,25,B
64,F,157.5,69,1.5,3,D
33,M,171.6,93.44,16,61,B
56,M,166.7,64.9,14.1,33,B
48,M,184.4,86.1,13.5,48,B
25,M,172.9,74.38,4.1,46,D
29,M,183.9,75.7,8.9,40,D
30,F,159,59.4,26.3,29,B
60,F,156.6,57.9,17.6,17,B
22,F,159.2,53.3,18,23,C
60,F,155.5,46.2,10.2,7,D
25,M,173.6,74,27.5,67,A
60,F,150.9,65.1,12,4,D
58,M,172.2,67,19.1,27,C
27,M,175,82.5,13.4,58,B
22,F,163.8,61.7,17,25,C
53,F,156.7,62.6,9.5,10,D
23,M,166.4,71.62,20.7,46,D
35,F,164,58,13,50,C
25,M,172.3,70.9,3.6,43,D
34,M,178.3,72.4,7.9,51,C
23,F,162.8,53,24.5,28,C
41,F,161.1,52.6,21.8,30,A
46,M,172.9,75.8,16.2,51,A
41,F,158,50.5,30.3,56,A
21,M,172.1,64.8,13.7,55,B
37,F,170.1,52.06,24.8,29,B
31,M,164.9,77.38,14.6,52,B
22,M,176.8,73.4,0.1,27,D
26,M,175.6,85.4,13.5,63,B
62,M,169.3,66.9,11.2,27,B
23,M,181.1,77.9,17,63,A
60,F,149.3,45.1,12.7,0,D
28,M,168.6,59.1,16.1,62,C
28,M,184.5,91.6,26,58,A
22,M,167.2,76.5,2.8,21,D
33,F,158.9,51.1,7,30,D
46,F,159.2,62.3,-1,17,D
49,M,170.2,69.7,19.5,45,A
58,M,172.5,62.3,11.7,45,B
54,F,150.2,48.3,2.8,1,D
42,F,153.9,50.1,15.9,13,D
23,M,171.9,64.7,7.8,43,C
50,M,170.4,71.2,15.4,32,B
